date,ticker,short_ratio,source
2026-04-13,3570,0.1374,multi_fallback
2026-04-14,3570,0.1704,multi_fallback
2026-04-15,3570,0.142,multi_fallback
2026-04-16,3570,0.1823999999999999,multi_fallback
2026-04-17,3570,0.1823999999999999,multi_fallback
2026-04-20,3570,0.2435999999999999,multi_fallback
2026-04-21,3570,0.2064,multi_fallback
2026-04-22,3570,0.1644,multi_fallback
2026-04-23,3570,0.1644,multi_fallback
2026-04-24,3570,0.124,multi_fallback
2026-04-27,3570,0.124,multi_fallback
2026-04-28,3570,0.0628,multi_fallback
2026-04-29,3570,0.1956,multi_fallback
2026-04-30,3570,0.1956,multi_fallback
2026-05-01,3570,0.1956,multi_fallback
2026-05-04,3570,0.1956,multi_fallback
2026-05-05,3570,0.1956,multi_fallback
2026-05-06,3570,0.1956,multi_fallback
2026-05-07,3570,0.2068,multi_fallback
2026-05-08,3570,0.2068,multi_fallback
2026-05-11,3570,0.2564,multi_fallback
2026-05-12,3570,0.2564,multi_fallback
2026-05-13,3570,0.3616,multi_fallback
2026-05-14,3570,0.3616,multi_fallback
2026-05-15,3570,0.2656,multi_fallback
2026-05-18,3570,0.1891999999999999,multi_fallback
2026-05-19,3570,0.1891999999999999,multi_fallback
2026-05-20,3570,0.0839999999999999,multi_fallback
2026-05-21,3570,0.0839999999999999,multi_fallback
2026-05-22,3570,0.1815999999999999,multi_fallback
2026-05-25,003570,0.2788,multi_fallback
