date,ticker,short_ratio,source
2026-04-12,42660,0.3063999999999999,multi_fallback
2026-04-13,42660,0.5874,multi_fallback
2026-04-14,42660,0.2042,multi_fallback
2026-04-15,42660,0.2042,multi_fallback
2026-04-16,42660,0.2042,multi_fallback
2026-04-17,42660,0.0746,multi_fallback
2026-04-20,42660,0.2118,multi_fallback
2026-04-21,42660,0.3048,multi_fallback
2026-04-22,42660,0.3048,multi_fallback
2026-04-23,42660,0.3048,multi_fallback
2026-04-24,42660,0.3048,multi_fallback
2026-04-27,42660,0.3048,multi_fallback
2026-04-28,42660,0.1676,multi_fallback
2026-04-29,42660,0.2122,multi_fallback
2026-04-30,42660,0.2122,multi_fallback
2026-05-01,42660,0.2122,multi_fallback
2026-05-04,42660,0.2122,multi_fallback
2026-05-05,42660,0.2122,multi_fallback
2026-05-06,42660,0.2122,multi_fallback
2026-05-07,42660,0.2122,multi_fallback
2026-05-08,42660,0.2122,multi_fallback
2026-05-11,42660,0.2122,multi_fallback
2026-05-12,42660,0.2122,multi_fallback
2026-05-13,42660,0.5394,multi_fallback
2026-05-14,42660,0.5394,multi_fallback
2026-05-15,42660,0.4162,multi_fallback
2026-05-18,42660,0.4162,multi_fallback
2026-05-19,42660,0.4162,multi_fallback
2026-05-20,42660,0.3524,multi_fallback
2026-05-21,42660,0.3524,multi_fallback
2026-05-22,42660,0.4317999999999999,multi_fallback
2026-05-25,042660,0.43179999999999996,multi_fallback
