date,ticker,short_ratio,source
2026-04-15,178320,0.0634,multi_fallback
2026-04-16,178320,0.0634,multi_fallback
2026-04-17,178320,0.0634,multi_fallback
2026-04-20,178320,0.0634,multi_fallback
2026-04-21,178320,0.0634,multi_fallback
2026-04-22,178320,0.3663999999999999,multi_fallback
2026-04-23,178320,0.3663999999999999,multi_fallback
2026-04-24,178320,0.3663999999999999,multi_fallback
2026-04-27,178320,0.2646,multi_fallback
2026-04-28,178320,0.2646,multi_fallback
2026-04-29,178320,0.2646,multi_fallback
2026-04-30,178320,0.2646,multi_fallback
2026-05-01,178320,0.2646,multi_fallback
2026-05-04,178320,0.2646,multi_fallback
2026-05-05,178320,0.2646,multi_fallback
2026-05-06,178320,0.2646,multi_fallback
2026-05-07,178320,0.2646,multi_fallback
2026-05-08,178320,0.2646,multi_fallback
2026-05-11,178320,0.2646,multi_fallback
2026-05-12,178320,0.2646,multi_fallback
2026-05-13,178320,0.1117999999999999,multi_fallback
2026-05-14,178320,0.1117999999999999,multi_fallback
2026-05-15,178320,0.1117999999999999,multi_fallback
2026-05-18,178320,0.1117999999999999,multi_fallback
2026-05-19,178320,0.1117999999999999,multi_fallback
2026-05-20,178320,0.1327999999999999,multi_fallback
2026-05-21,178320,0.1327999999999999,multi_fallback
2026-05-22,178320,0.1327999999999999,multi_fallback
2026-05-25,178320,0.13279999999999997,multi_fallback
