date,ticker,short_ratio,source
2026-04-12,10140,0.4154,multi_fallback
2026-04-13,10140,0.0448,multi_fallback
2026-04-14,10140,0.0962,multi_fallback
2026-04-15,10140,0.1961999999999999,multi_fallback
2026-04-16,10140,0.1961999999999999,multi_fallback
2026-04-17,10140,0.1961999999999999,multi_fallback
2026-04-20,10140,0.1961999999999999,multi_fallback
2026-04-21,10140,0.1812,multi_fallback
2026-04-22,10140,0.0812,multi_fallback
2026-04-23,10140,0.0812,multi_fallback
2026-04-24,10140,0.0812,multi_fallback
2026-04-27,10140,0.0812,multi_fallback
2026-04-28,10140,0.1812,multi_fallback
2026-04-29,10140,0.2624,multi_fallback
2026-04-30,10140,0.2624,multi_fallback
2026-05-01,10140,0.2624,multi_fallback
2026-05-04,10140,0.2624,multi_fallback
2026-05-05,10140,0.2624,multi_fallback
2026-05-06,10140,0.2624,multi_fallback
2026-05-07,10140,0.2624,multi_fallback
2026-05-08,10140,0.2624,multi_fallback
2026-05-11,10140,0.2624,multi_fallback
2026-05-12,10140,0.2624,multi_fallback
2026-05-13,10140,0.5484,multi_fallback
2026-05-14,10140,0.5484,multi_fallback
2026-05-15,10140,0.6035999999999999,multi_fallback
2026-05-18,10140,0.7826,multi_fallback
2026-05-19,10140,0.7826,multi_fallback
2026-05-20,10140,0.6912,multi_fallback
2026-05-21,10140,0.6912,multi_fallback
2026-05-22,10140,0.603,multi_fallback
2026-05-25,010140,0.42400000000000004,multi_fallback
