date,ticker,short_ratio,source
2026-04-12,5490,0.132,multi_fallback
2026-04-13,5490,0.0746,multi_fallback
2026-04-14,5490,0.1566,multi_fallback
2026-04-15,5490,0.0819999999999999,multi_fallback
2026-04-16,5490,0.0819999999999999,multi_fallback
2026-04-17,5490,0.0819999999999999,multi_fallback
2026-04-20,5490,0.0819999999999999,multi_fallback
2026-04-27,5490,0.0898,multi_fallback
2026-04-28,5490,0.0898,multi_fallback
2026-04-29,5490,0.0898,multi_fallback
2026-04-30,5490,0.1898,multi_fallback
2026-05-01,5490,0.1762,multi_fallback
2026-05-04,5490,0.1762,multi_fallback
2026-05-05,5490,0.1762,multi_fallback
2026-05-06,5490,0.1762,multi_fallback
2026-05-07,5490,0.1762,multi_fallback
2026-05-08,5490,0.1762,multi_fallback
2026-05-11,5490,0.2394,multi_fallback
2026-05-12,5490,0.2394,multi_fallback
2026-05-13,5490,0.4042,multi_fallback
2026-05-14,5490,0.4042,multi_fallback
2026-05-15,5490,0.4042,multi_fallback
2026-05-18,5490,0.3354,multi_fallback
2026-05-19,5490,0.2655999999999999,multi_fallback
2026-05-20,5490,0.2892,multi_fallback
2026-05-21,5490,0.2892,multi_fallback
2026-05-22,5490,0.4065999999999999,multi_fallback
2026-05-25,005490,0.5065999999999999,multi_fallback
