date,ticker,short_ratio,source
2026-04-15,175330,0.3112,multi_fallback
2026-04-16,175330,0.2112,multi_fallback
2026-04-17,175330,0.2112,multi_fallback
2026-04-20,175330,0.2112,multi_fallback
2026-04-21,175330,0.2112,multi_fallback
2026-04-22,175330,0.1728,multi_fallback
2026-04-23,175330,0.1728,multi_fallback
2026-04-24,175330,0.1728,multi_fallback
2026-04-27,175330,0.1742,multi_fallback
2026-04-28,175330,0.1742,multi_fallback
2026-04-29,175330,0.1742,multi_fallback
2026-04-30,175330,0.1742,multi_fallback
2026-05-01,175330,0.1742,multi_fallback
2026-05-04,175330,0.1742,multi_fallback
2026-05-05,175330,0.1742,multi_fallback
2026-05-06,175330,0.1742,multi_fallback
2026-05-07,175330,0.1742,multi_fallback
2026-05-08,175330,0.1742,multi_fallback
2026-05-11,175330,0.1742,multi_fallback
2026-05-12,175330,0.1742,multi_fallback
2026-05-13,175330,0.3696,multi_fallback
2026-05-14,175330,0.3696,multi_fallback
2026-05-15,175330,0.3696,multi_fallback
2026-05-18,175330,0.3696,multi_fallback
2026-05-19,175330,0.3696,multi_fallback
2026-05-20,175330,0.2633999999999999,multi_fallback
2026-05-21,175330,0.2633999999999999,multi_fallback
2026-05-22,175330,0.2633999999999999,multi_fallback
2026-05-25,175330,0.26339999999999997,multi_fallback
