date,ticker,short_ratio,source
2026-04-13,95340,0.639,multi_fallback
2026-04-14,95340,0.8206000000000001,multi_fallback
2026-04-15,95340,0.7270000000000001,multi_fallback
2026-04-16,95340,0.627,multi_fallback
2026-04-17,95340,0.5606,multi_fallback
2026-04-20,95340,0.2215999999999999,multi_fallback
2026-04-21,95340,0.0336,multi_fallback
2026-04-22,95340,0.0336,multi_fallback
2026-04-23,95340,0.0336,multi_fallback
2026-04-24,95340,0.0336,multi_fallback
2026-04-27,95340,0.2476,multi_fallback
2026-04-28,95340,0.2476,multi_fallback
2026-04-29,95340,0.2476,multi_fallback
2026-04-30,95340,0.2476,multi_fallback
2026-05-01,95340,0.2476,multi_fallback
2026-05-04,95340,0.2476,multi_fallback
2026-05-05,95340,0.2476,multi_fallback
2026-05-06,95340,0.2476,multi_fallback
2026-05-07,95340,0.2476,multi_fallback
2026-05-08,95340,0.2476,multi_fallback
2026-05-11,95340,0.2476,multi_fallback
2026-05-12,95340,0.2476,multi_fallback
2026-05-13,95340,0.3157999999999999,multi_fallback
2026-05-14,95340,0.3157999999999999,multi_fallback
2026-05-15,95340,0.3157999999999999,multi_fallback
2026-05-18,95340,0.2872,multi_fallback
2026-05-19,95340,0.2872,multi_fallback
2026-05-20,95340,0.3488,multi_fallback
2026-05-21,95340,0.3488,multi_fallback
2026-05-22,95340,0.359,multi_fallback
2026-05-25,095340,0.359,multi_fallback
