date,ticker,short_ratio,source
2026-04-13,83650,0.279,multi_fallback
2026-04-14,83650,0.279,multi_fallback
2026-04-15,83650,0.202,multi_fallback
2026-04-16,83650,0.202,multi_fallback
2026-04-17,83650,0.108,multi_fallback
2026-04-22,83650,0.1032,multi_fallback
2026-04-23,83650,0.1032,multi_fallback
2026-04-24,83650,0.1032,multi_fallback
2026-04-27,83650,0.1032,multi_fallback
2026-04-28,83650,0.3676,multi_fallback
2026-04-29,83650,0.3676,multi_fallback
2026-04-30,83650,0.3676,multi_fallback
2026-05-01,83650,0.3676,multi_fallback
2026-05-04,83650,0.3676,multi_fallback
2026-05-05,83650,0.3676,multi_fallback
2026-05-06,83650,0.3676,multi_fallback
2026-05-07,83650,0.3676,multi_fallback
2026-05-08,83650,0.3676,multi_fallback
2026-05-11,83650,0.3676,multi_fallback
2026-05-12,83650,0.3676,multi_fallback
2026-05-13,83650,0.6519999999999999,multi_fallback
2026-05-14,83650,0.6519999999999999,multi_fallback
2026-05-15,83650,0.617,multi_fallback
2026-05-18,83650,0.6788000000000001,multi_fallback
2026-05-19,83650,0.6788000000000001,multi_fallback
2026-05-20,83650,0.2786,multi_fallback
2026-05-21,83650,0.3785999999999999,multi_fallback
2026-05-22,83650,0.4076000000000001,multi_fallback
2026-05-25,083650,0.3458,multi_fallback
