date,ticker,short_ratio,source
2026-04-15,282330,0.5156,multi_fallback
2026-04-16,282330,0.5156,multi_fallback
2026-04-17,282330,0.5156,multi_fallback
2026-04-20,282330,0.5156,multi_fallback
2026-04-21,282330,0.5156,multi_fallback
2026-04-22,282330,0.5156,multi_fallback
2026-04-23,282330,0.5156,multi_fallback
2026-04-24,282330,0.5156,multi_fallback
2026-04-27,282330,0.5156,multi_fallback
2026-04-28,282330,0.5156,multi_fallback
2026-04-29,282330,0.5156,multi_fallback
2026-04-30,282330,0.5156,multi_fallback
2026-05-01,282330,0.5156,multi_fallback
2026-05-04,282330,0.5156,multi_fallback
2026-05-05,282330,0.5156,multi_fallback
2026-05-06,282330,0.5156,multi_fallback
2026-05-07,282330,0.5156,multi_fallback
2026-05-08,282330,0.5156,multi_fallback
2026-05-11,282330,0.5156,multi_fallback
2026-05-12,282330,0.5156,multi_fallback
2026-05-13,282330,0.2196,multi_fallback
2026-05-14,282330,0.2196,multi_fallback
2026-05-15,282330,0.2196,multi_fallback
2026-05-18,282330,0.2196,multi_fallback
2026-05-19,282330,0.2196,multi_fallback
2026-05-20,282330,0.192,multi_fallback
2026-05-21,282330,0.192,multi_fallback
2026-05-22,282330,0.192,multi_fallback
2026-05-25,282330,0.192,multi_fallback
