date,ticker,short_ratio,source
2026-04-12,29780,0.4508,multi_fallback
2026-04-14,29780,0.1064,multi_fallback
2026-04-15,29780,0.1064,multi_fallback
2026-04-16,29780,0.1064,multi_fallback
2026-04-17,29780,0.1064,multi_fallback
2026-04-20,29780,0.1064,multi_fallback
2026-04-28,29780,0.0938,multi_fallback
2026-04-29,29780,0.2296,multi_fallback
2026-04-30,29780,0.2296,multi_fallback
2026-05-01,29780,0.2296,multi_fallback
2026-05-04,29780,0.2296,multi_fallback
2026-05-05,29780,0.2296,multi_fallback
2026-05-06,29780,0.2296,multi_fallback
2026-05-07,29780,0.2296,multi_fallback
2026-05-08,29780,0.2296,multi_fallback
2026-05-11,29780,0.2296,multi_fallback
2026-05-12,29780,0.2296,multi_fallback
2026-05-13,29780,0.4838,multi_fallback
2026-05-14,29780,0.4838,multi_fallback
2026-05-15,29780,0.3706,multi_fallback
2026-05-18,29780,0.3706,multi_fallback
2026-05-19,29780,0.3706,multi_fallback
2026-05-20,29780,0.2438,multi_fallback
2026-05-21,29780,0.2438,multi_fallback
2026-05-22,29780,0.2302,multi_fallback
2026-05-25,029780,0.23020000000000002,multi_fallback
