date,ticker,short_ratio,source
2026-04-12,6800,0.2568,multi_fallback
2026-04-13,6800,0.1686,multi_fallback
2026-04-14,6800,0.2372,multi_fallback
2026-04-15,6800,0.1474,multi_fallback
2026-04-16,6800,0.3626,multi_fallback
2026-04-17,6800,0.3626,multi_fallback
2026-04-20,6800,0.3376,multi_fallback
2026-04-21,6800,0.3072,multi_fallback
2026-04-22,6800,0.3072,multi_fallback
2026-04-23,6800,0.3072,multi_fallback
2026-04-24,6800,0.092,multi_fallback
2026-04-27,6800,0.3288,multi_fallback
2026-04-28,6800,0.3474,multi_fallback
2026-04-29,6800,0.3092,multi_fallback
2026-04-30,6800,0.3092,multi_fallback
2026-05-01,6800,0.3092,multi_fallback
2026-05-04,6800,0.3092,multi_fallback
2026-05-05,6800,0.3092,multi_fallback
2026-05-06,6800,0.3092,multi_fallback
2026-05-07,6800,0.3092,multi_fallback
2026-05-08,6800,0.3092,multi_fallback
2026-05-11,6800,0.3092,multi_fallback
2026-05-12,6800,0.3092,multi_fallback
2026-05-13,6800,0.4788,multi_fallback
2026-05-14,6800,0.4788,multi_fallback
2026-05-15,6800,0.5322,multi_fallback
2026-05-18,6800,0.341,multi_fallback
2026-05-19,6800,0.341,multi_fallback
2026-05-20,6800,0.242,multi_fallback
2026-05-21,6800,0.242,multi_fallback
2026-05-22,6800,0.2966,multi_fallback
2026-05-25,006800,0.29660000000000003,multi_fallback
