date,ticker,short_ratio,source
2026-04-15,278470,0.1012,multi_fallback
2026-04-16,278470,0.1012,multi_fallback
2026-04-17,278470,0.1012,multi_fallback
2026-04-20,278470,0.1012,multi_fallback
2026-04-21,278470,0.1012,multi_fallback
2026-04-22,278470,0.1012,multi_fallback
2026-04-23,278470,0.1012,multi_fallback
2026-04-24,278470,0.1012,multi_fallback
2026-04-27,278470,0.1012,multi_fallback
2026-04-28,278470,0.1012,multi_fallback
2026-04-29,278470,0.1012,multi_fallback
2026-04-30,278470,0.1012,multi_fallback
2026-05-01,278470,0.1012,multi_fallback
2026-05-04,278470,0.1012,multi_fallback
2026-05-05,278470,0.1012,multi_fallback
2026-05-06,278470,0.1012,multi_fallback
2026-05-07,278470,0.1012,multi_fallback
2026-05-08,278470,0.1012,multi_fallback
2026-05-11,278470,0.1012,multi_fallback
2026-05-12,278470,0.1012,multi_fallback
2026-05-13,278470,0.3854,multi_fallback
2026-05-14,278470,0.3854,multi_fallback
2026-05-15,278470,0.3854,multi_fallback
2026-05-18,278470,0.3854,multi_fallback
2026-05-19,278470,0.3854,multi_fallback
2026-05-20,278470,0.2082,multi_fallback
2026-05-21,278470,0.2082,multi_fallback
2026-05-22,278470,0.2082,multi_fallback
2026-05-25,278470,0.2082,multi_fallback
