date,ticker,short_ratio,source
2026-04-12,363580,0.2584,multi_fallback
2026-04-13,363580,0.2584,multi_fallback
2026-04-14,363580,0.2584,multi_fallback
2026-04-15,363580,0.2584,multi_fallback
2026-04-16,363580,0.2584,multi_fallback
2026-04-17,363580,0.2584,multi_fallback
2026-04-20,363580,0.2584,multi_fallback
2026-04-21,363580,0.2584,multi_fallback
2026-04-22,363580,0.2584,multi_fallback
2026-04-23,363580,0.2584,multi_fallback
2026-04-24,363580,0.2584,multi_fallback
2026-04-27,363580,0.2584,multi_fallback
2026-04-28,363580,0.2584,multi_fallback
2026-04-29,363580,0.2584,multi_fallback
2026-04-30,363580,0.2584,multi_fallback
2026-05-01,363580,0.2584,multi_fallback
2026-05-04,363580,0.2584,multi_fallback
2026-05-05,363580,0.2584,multi_fallback
2026-05-06,363580,0.2584,multi_fallback
2026-05-07,363580,0.2584,multi_fallback
2026-05-08,363580,0.2584,multi_fallback
2026-05-11,363580,0.2584,multi_fallback
2026-05-12,363580,0.2584,multi_fallback
2026-05-13,363580,0.2584,multi_fallback
2026-05-14,363580,0.2584,multi_fallback
2026-05-15,363580,0.2584,multi_fallback
2026-05-18,363580,0.2584,multi_fallback
2026-05-19,363580,0.2584,multi_fallback
2026-05-20,363580,0.2584,multi_fallback
2026-05-21,363580,0.2584,multi_fallback
2026-05-22,363580,0.2584,multi_fallback
2026-05-25,363580,0.2584,multi_fallback
