날짜,시가,고가,저가,종가,거래량
2016-04-20,,,,519547.78125,36155.0
2016-04-21,,,,515538.90625,89575.0
2016-04-22,,,,517142.4375,68858.0
2016-04-25,,,,513133.53125,45948.0
2016-04-26,,,,511530.03125,45910.0
2016-04-27,,,,492287.5625,187015.0
2016-04-28,,,,490683.9375,101040.0
2016-04-29,,,,478657.375,147486.0
2016-05-02,,,,454604.25,207720.0
2016-05-03,,,,462621.96875,109223.0
2016-05-04,,,,458613.09375,84780.0
2016-05-09,,,,460216.65625,76486.0
2016-05-10,,,,475450.3125,112350.0
2016-05-11,,,,467432.59375,70460.0
2016-05-12,,,,469036.1875,44222.0
2016-05-13,,,,477053.875,92701.0
2016-05-16,,,,473846.75,60815.0
2016-05-17,,,,466630.84375,52547.0
2016-05-18,,,,456207.8125,64919.0
2016-05-19,,,,448991.84375,80397.0
2016-05-20,,,,457009.5625,105150.0
2016-05-23,,,,496296.375,290359.0
2016-05-24,,,,497098.125,94481.0
2016-05-25,,,,492287.5625,117849.0
2016-05-26,,,,492287.5625,68695.0
2016-05-27,,,,491485.78125,35426.0
2016-05-30,,,,497899.875,69709.0
2016-05-31,,,,507521.15625,97063.0
2016-06-01,,,,512331.78125,69334.0
2016-06-02,,,,511530.03125,50748.0
2016-06-03,,,,514737.125,53951.0
2016-06-07,,,,547609.6875,165935.0
2016-06-08,,,,545204.4375,86116.0
2016-06-09,,,,551618.5625,167459.0
2016-06-10,,,,550816.8125,74746.0
2016-06-13,,,,535583.0,66894.0
2016-06-14,,,,533177.8125,79170.0
2016-06-15,,,,527565.375,65331.0
2016-06-16,,,,513133.53125,71280.0
2016-06-17,,,,521151.25,76236.0
2016-06-20,,,,537186.625,71350.0
2016-06-21,,,,553222.0625,107925.0
2016-06-22,,,,550816.8125,81802.0
2016-06-23,,,,557231.0,68399.0
2016-06-24,,,,545204.4375,312031.0
2016-06-27,,,,534781.375,121729.0
2016-06-28,,,,551618.5625,119977.0
2016-06-29,,,,574869.9375,241781.0
2016-06-30,,,,566050.375,135562.0
2016-07-01,,,,574068.125,81181.0
2016-07-04,,,,566050.375,60858.0
2016-07-05,,,,552420.375,136664.0
2016-07-06,,,,551618.5625,88714.0
2016-07-07,,,,558834.4375,68592.0
2016-07-08,,,,553222.0625,60504.0
2016-07-11,,,,559636.25,55789.0
2016-07-12,,,,554023.9375,60424.0
2016-07-13,,,,545204.4375,93387.0
2016-07-14,,,,542799.125,73657.0
2016-07-15,,,,538790.1875,57254.0
2016-07-18,,,,531574.25,67177.0
2016-07-19,,,,536384.8125,61085.0
2016-07-20,,,,532376.0625,44345.0
2016-07-21,,,,518745.90625,130586.0
2016-07-22,,,,517944.21875,52964.0
2016-07-25,,,,507521.15625,78497.0
2016-07-26,,,,517944.21875,63874.0
2016-07-27,,,,489080.46875,237326.0
2016-07-28,,,,501908.75,138384.0
2016-07-29,,,,489882.28125,112537.0
2016-08-01,,,,461018.46875,222652.0
2016-08-02,,,,463423.71875,104608.0
2016-08-03,,,,457009.5625,64183.0
2016-08-04,,,,472243.25,92574.0
2016-08-05,,,,465829.03125,76189.0
2016-08-08,,,,477053.875,73523.0
2016-08-09,,,,480260.9375,127117.0
2016-08-10,,,,493089.28125,87080.0
2016-08-11,,,,493089.28125,65492.0
2016-08-12,,,,502710.59375,94781.0
2016-08-16,,,,493089.28125,68535.0
2016-08-17,,,,479459.1875,97964.0
2016-08-18,,,,471441.40625,70149.0
2016-08-19,,,,472243.25,51898.0
2016-08-22,,,,469036.1875,51818.0
2016-08-23,,,,489080.46875,103194.0
2016-08-24,,,,485873.40625,64196.0
2016-08-25,,,,489080.46875,42543.0
2016-08-26,,,,493891.0625,63096.0
2016-08-29,,,,492287.5625,86818.0
2016-08-30,,,,491485.78125,44029.0
2016-08-31,,,,476252.0625,162819.0
2016-09-01,,,,477053.875,58338.0
2016-09-02,,,,473846.75,40685.0
2016-09-05,,,,473044.96875,56704.0
2016-09-06,,,,464225.5,130644.0
2016-09-07,,,,453802.5,129791.0
2016-09-08,,,,448991.84375,175453.0
2016-09-09,,,,436965.3125,130828.0
2016-09-12,,,,436965.3125,73081.0
2016-09-13,,,,440172.34375,52516.0
2016-09-19,,,,448190.125,54183.0
2016-09-20,,,,471441.40625,142957.0
